12,12,10000
1788,Gould,Ella,F,1713,Matyas,Nathan,M, -1
1695,Walters,Thomas,M,1710,Hsu,Skyler,F, -1
1939,Yun,Nathaniel,M,1915,Wu,Elliot,M,1810,Yun,Aaliyah,F
1788,Gould,Ella,F,1725,Yun,Liam,M,1699,Yun,Andrew,M
1825,Hao,Leo,M,1728,Gee,Peyton,F,1700,Anand,Ava,F
1803,Yun,William,M,1728,Gee,Peyton,F,1700,Anand,Ava,F
1867,Matyas,Adam,M,1895,Yun,Nicholas,M,1772,Yun,Brooklyn,F
1809,Walters,Luke,M,1790,Souza,Abigail,F,1713,Walters,Leo,M
1774,Yun,Reagan,F,1945,Gould,Logan,M,1734,Walters,Hailey,F
1729,Wu,Easton,M,1725,Nguyen,Jason,M, -1
1721,Souza,Charlie,M,1786,Matyas,Makayla,F,1695,Souza,Nathaniel,M
1721,Nguyen,Muhammad,M,1974,Gee,Sydney,F,1699,Nguyen,David,M
1713,Matyas,Nathan,M,1757,Matyas,Daniel,M,1695,Matyas,Xavier,M
1691,Hsu,Nathan,M,1807,Walters,Camden,M, -1
1728,Gee,Peyton,F,1699,Hao,Sebastian,M, -1
1695,Matsumura,Austin,M,1714,Wu,Hailey,F, -1
1699,Scott,Colton,M,1896,Yun,Savannah,F,1699,Scott,Colton,M
1739,Souza,Jacob,M,1695,Souza,Nathaniel,M,1695,Souza,Nathaniel,M
1699,Scott,Colton,M,1860,Matyas,Kennedy,F,1699,Scott,Colton,M
1853,Matyas,Josiah,M,1719,Gould,Jonathan,M,1695,Gould,Xander,M
1711,Matyas,Eli,M,1784,Walters,Amelia,F, -1
1729,Matyas,Levi,M,1695,Matyas,Xavier,M,1695,Matyas,Xavier,M
1822,Wu,Amelia,F,1807,Walters,Camden,M,1732,Gould,Annabelle,F
1722,Gee,Riley,F,1721,Nguyen,Muhammad,M, -1
1806,Walters,Skyler,F,1741,Walters,Nathan,M,1717,Walters,Camden,M
1729,Wu,Easton,M,1877,Wu,Joseph,M,1697,Wu,Ryder,M
1699,Nguyen,David,M,1942,Wu,Charlie,F,1699,Nguyen,David,M
1739,Souza,Jacob,M,1829,Souza,Joshua,M,1695,Souza,Nathaniel,M
1765,Matyas,James,M,1695,Matsumura,Austin,M, -1
1695,Gould,Xander,M,1850,Yun,Stella,F,1695,Gould,Xander,M
1847,Gee,Lincoln,M,1742,Souza,Julia,F,1726,Hao,Avery,F
1743,Yun,Carter,M,1917,Yun,Micah,M,1743,Yun,Carter,M
1691,Hsu,Nathan,M,1790,Nguyen,Callie,F, -1
1728,Gee,Peyton,F,1722,Gee,Riley,F,1700,Anand,Ava,F
1814,Gee,Vivian,F,1820,Wu,Kaelyn,F,1752,Souza,Violet,F
1809,Walters,Luke,M,1721,Nguyen,Muhammad,M,1699,Nguyen,David,M
1909,Hao,Dylan,M,1913,Wu,Dylan,M,1786,Matyas,Eliana,F
1853,Gould,Nolan,M,1836,Gee,Maya,F,1774,Yun,Gabriella,F
1719,Gould,Jonathan,M,1729,Matyas,Levi,M, -1
1756,Matyas,Sarah,F,1822,Wu,Piper,F,1717,Hao,Alex,M
1932,Walters,Makayla,F,1695,Matsumura,Austin,M, -1
1815,Walters,Colin,M,1837,Yun,Ryder,M,1713,Walters,Leo,M
1849,Hao,Josiah,M,1805,Nguyen,Colton,M,1720,Wu,Emma,F
1774,Yun,Reagan,F,1852,Gee,Sarah,F,1734,Walters,Hailey,F
1739,Gee,Ryder,M,1815,Gould,Max,M, -1
1836,Matyas,Elena,F,1754,Matyas,Jasmine,F,1716,Walters,Cora,F
1964,Matyas,Nora,F,1695,Matsumura,Austin,M, -1
1817,Nguyen,Sean,M,1848,Hao,Amelia,F,1754,Souza,Stella,F
1739,Gee,Ryder,M,1790,Souza,Abigail,F,1699,Hao,Sebastian,M
1748,Walters,Jasmine,F,1762,Matyas,Camilla,F, -1
1699,Yun,Andrew,M,1699,Scott,Colton,M, -1
1767,Gee,Adam,M,1895,Hao,Jordan,M,1748,Gould,Sarah,F
1787,Walters,Mason,M,1720,Hao,Stella,F, -1
1722,Gee,Riley,F,1722,Gee,Riley,F,1722,Gee,Riley,F
1892,Yun,Julia,F,1790,Yun,Sydney,F,1746,Wu,Aria,F
1814,Yun,Charlie,F,1760,Wu,Lauren,F,1760,Wu,Lauren,F
1713,Gould,Alexander,M,1739,Souza,Jacob,M,1695,Gould,Xander,M
1723,Wu,Carter,M,1713,Matyas,Nathan,M, -1
1728,Gee,Peyton,F,1866,Wu,Keira,F,1700,Anand,Ava,F
1699,Gee,Tristan,M,1748,Gee,Sophie,F,1699,Gee,Tristan,M
1970,Gee,Sarah,F,1699,Scott,Colton,M,1699,Scott,Colton,M
1713,Matyas,Nathan,M,1850,Matyas,Leah,F,1695,Matyas,Xavier,M
1695,Matyas,Xavier,M,1722,Gee,Riley,F, -1
1954,Matyas,Adalyn,F,1860,Gee,Stella,F,1812,Wu,Liliana,F
1848,Yun,Liliana,F,1699,Yun,Andrew,M,1699,Yun,Andrew,M
1722,Hao,Natalie,F,1695,Matsumura,Austin,M, -1
1737,Nguyen,Max,M,1761,Walters,Cole,M, -1
1719,Gould,Jonathan,M,1716,Walters,Cora,F, -1
1941,Wu,Nolan,M,1781,Walters,Thomas,M,1764,Gee,Savannah,F
1711,Matyas,Eli,M,1726,Gee,Aubrey,F, -1
1799,Hao,Caden,M,1695,Matsumura,Austin,M, -1
1774,Nguyen,Harper,F,1695,Matsumura,Austin,M, -1
1733,Matyas,Chase,M,1717,Nguyen,Hunter,M, -1
1851,Yun,Gavin,M,1902,Hao,Riley,F,1770,Yun,Brooklyn,F
1897,Wu,Logan,M,1809,Wu,Caleb,M,1764,Gould,Ella,F
1777,Walters,Jordan,M,1795,Hao,Jack,M,1717,Walters,Camden,M
1778,Yun,Madison,F,1757,Matyas,Daniel,M,1699,Yun,Andrew,M
1879,Matyas,Austin,M,1759,Souza,Nicholas,M,1713,Walters,Leo,M
1748,Walters,Jasmine,F,1809,Walters,Luke,M,1717,Walters,Camden,M
1699,Yun,Andrew,M,1695,Matsumura,Austin,M, -1
1918,Gee,Grace,F,1695,Walters,Thomas,M,1695,Walters,Thomas,M
1798,Souza,Liliana,F,1712,Souza,Keira,F,1712,Souza,Keira,F
1771,Yun,Jacob,M,1739,Souza,Jacob,M, -1
1794,Yun,Layla,F,1699,Yun,Andrew,M,1699,Yun,Andrew,M
1752,Wu,Gianna,F,1713,Matyas,Nathan,M, -1
1721,Nguyen,Muhammad,M,1822,Wu,Amelia,F,1699,Nguyen,David,M
1695,Matsumura,Austin,M,1695,Matsumura,Austin,M,1695,Matsumura,Austin,M
1697,Wu,Ryder,M,1807,Yun,Hunter,M,1697,Wu,Ryder,M
1695,Matsumura,Austin,M,1801,Souza,James,M, -1
1810,Yun,Keira,F,1725,Nguyen,Jason,M,1699,Nguyen,David,M
1745,Walters,James,M,1826,Gould,Evelyn,F,1695,Walters,Thomas,M
1748,Walters,Jasmine,F,1766,Walters,Lauren,F,1717,Walters,Camden,M
1725,Nguyen,Jason,M,1720,Hao,Stella,F, -1
1815,Gee,Dominic,M,1873,Gould,Jeremiah,M,1752,Souza,Violet,F
1761,Gould,Muhammad,M,1778,Yun,Cora,F,1699,Nguyen,David,M
1811,Walters,Colin,M,1855,Hao,David,M,1754,Souza,Stella,F
1935,Yun,Nicholas,M,1697,Wu,Ryder,M,1697,Wu,Ryder,M
1713,Matyas,Nathan,M,1897,Gould,Xander,M,1695,Matyas,Xavier,M
1722,Gee,Riley,F,1699,Hao,Sebastian,M, -1
1877,Wu,Benjamin,M,1825,Wu,Connor,M,1746,Wu,Aria,F
1695,Souza,Nathaniel,M,1908,Gee,Mia,F,1695,Souza,Nathaniel,M
1741,Gould,Alex,M,1728,Gee,Peyton,F, -1
1912,Gee,Lily,F,1691,Hsu,Nathan,M,1691,Hsu,Nathan,M
1722,Gee,Riley,F,1771,Wu,Miles,M, -1
1713,Matyas,Nathan,M,1902,Gould,Violet,F,1695,Matyas,Xavier,M
1887,Wu,Christian,M,1695,Walters,Thomas,M,1695,Walters,Thomas,M
1759,Wu,Oliver,M,1862,Walters,Scarlett,F,1716,Yun,Olivia,F
1695,Matsumura,Austin,M,1933,Yun,Leo,M, -1
1699,Scott,Colton,M,1871,Wu,Levi,M, -1
1809,Gee,Matthew,M,1841,Souza,Miles,M,1734,Nguyen,Lillian,F
1811,Walters,Colin,M,1860,Gee,Stella,F,1754,Souza,Stella,F
1720,Hao,Stella,F,1900,Matyas,Eliana,F,1699,Hao,Sebastian,M
1754,Matyas,Jasmine,F,1822,Wu,Amelia,F,1699,Nguyen,David,M
1804,Hao,Alexis,F,1748,Walters,Jasmine,F, -1
1719,Gould,Jonathan,M,1881,Hao,Carter,M,1695,Gould,Xander,M
1895,Wu,Christian,M,1716,Walters,Cora,F,1716,Walters,Cora,F
1695,Matsumura,Austin,M,1733,Matyas,Chase,M, -1
1805,Yun,Sean,M,1695,Matsumura,Austin,M, -1
1904,Matyas,Madison,F,1828,Souza,Eliana,F,1792,Gee,Stella,F
1715,Nguyen,Thomas,M,1931,Wu,Mason,M,1715,Nguyen,Thomas,M
1716,Scott,Adeline,F,1741,Walters,Nathan,M,1716,Scott,Adeline,F
1904,Gee,Abigail,F,1761,Gould,Muhammad,M,1714,Souza,Sarah,F
1720,Hao,Stella,F,1789,Wu,Adam,M,1699,Hao,Sebastian,M
1750,Walters,Aria,F,1716,Scott,Adeline,F,1716,Scott,Adeline,F
1730,Gee,Nora,F,1695,Matyas,Xavier,M, -1
1928,Walters,Maya,F,1765,Hao,Mason,M,1765,Hao,Mason,M
1774,Yun,Reagan,F,1805,Walters,Sean,M,1730,Gee,Nora,F
1719,Gould,Jonathan,M,1695,Matsumura,Austin,M, -1
1725,Nguyen,Jason,M,1813,Matyas,Sebastian,M,1699,Nguyen,David,M
1740,Nguyen,Kayla,F,1892,Yun,Julia,F,1699,Nguyen,David,M
1720,Hao,Stella,F,1739,Souza,Jacob,M, -1
1788,Souza,Maria,F,1742,Hao,Eva,F, -1
1695,Matsumura,Austin,M,1699,Hao,Sebastian,M, -1
1844,Gee,Mia,F,1695,Souza,Nathaniel,M,1695,Souza,Nathaniel,M
1788,Gould,Ella,F,1713,Matyas,Nathan,M, -1
1695,Matsumura,Austin,M,1907,Gould,Muhammad,M, -1
1778,Souza,Zoe,F,1870,Gee,Kennedy,F,1760,Gould,Makayla,F
1713,Matyas,Nathan,M,1859,Yun,Micah,M,1695,Matyas,Xavier,M
1801,Walters,Tyler,M,1773,Wu,Elliot,M,1740,Walters,Audrey,F
1781,Gee,Benjamin,M,1773,Walters,Tristan,M,1717,Walters,Camden,M
1766,Walters,Lauren,F,1953,Hao,Carter,M,1748,Souza,Ellie,F
1943,Yun,Leo,M,1890,Matyas,Kennedy,F,1810,Yun,Alexis,F
1774,Wu,Mila,F,1695,Matsumura,Austin,M, -1
1752,Gee,Isabelle,F,1739,Souza,Jacob,M, -1
1748,Souza,Ellie,F,1887,Wu,Declan,M,1748,Souza,Ellie,F
1938,Matyas,Kylie,F,1695,Gould,Xander,M,1695,Gould,Xander,M
1699,Yun,Andrew,M,1872,Wu,Madelyn,F,1699,Yun,Andrew,M
1697,Wu,Ryder,M,1859,Wu,Tristan,M,1697,Wu,Ryder,M
1711,Matyas,Eli,M,1739,Souza,Jacob,M, -1
1744,Gould,Julia,F,1713,Matyas,Nathan,M, -1
1695,Gould,Xander,M,1714,Wu,Hailey,F, -1
1695,Matsumura,Austin,M,1713,Matyas,Nathan,M, -1
1857,Hao,Josiah,M,1714,Wu,Hailey,F,1697,Wu,Ryder,M
1695,Matsumura,Austin,M,1695,Matsumura,Austin,M,1695,Matsumura,Austin,M
1781,Walters,Thomas,M,1695,Matsumura,Austin,M, -1
1908,Wu,Hannah,F,1710,Hsu,Skyler,F,1710,Hsu,Skyler,F
1789,Hao,Adam,M,1815,Walters,Colin,M,1748,Souza,Ellie,F
1931,Wu,Landon,M,1808,Gee,Kylie,F,1788,Gould,Samantha,F
1725,Nguyen,Jason,M,1722,Gee,Riley,F, -1
1785,Matyas,John,M,1921,Gee,Muhammad,M,1742,Souza,Julia,F
1739,Gee,Ryder,M,1964,Walters,Elizabeth,F,1722,Hao,Natalie,F
1798,Souza,Liliana,F,1787,Souza,Asher,M,1713,Walters,Leo,M
1719,Gould,Jonathan,M,1742,Hao,Eva,F, -1
1891,Wu,Levi,M,1735,Nguyen,Dylan,M,1718,Wu,Lila,F
1713,Matyas,Nathan,M,1937,Yun,Austin,M,1695,Matyas,Xavier,M
1720,Hao,Stella,F,1725,Nguyen,Jason,M, -1
1699,Hao,Sebastian,M,1714,Wu,Hailey,F, -1
1746,Yun,Elena,F,1741,Walters,Nathan,M, -1
1747,Gould,Tyler,M,1874,Wu,Elena,F,1718,Souza,Isabella,F
1759,Matyas,Tristan,M,1809,Gee,Matthew,M,1711,Matyas,Eli,M
1728,Gee,Peyton,F,1714,Wu,Hailey,F, -1
1745,Walters,James,M,1713,Matyas,Nathan,M, -1
1935,Souza,Miles,M,1878,Yun,Callie,F,1814,Gee,Sydney,F
1729,Wu,Easton,M,1699,Gee,Tristan,M, -1
1733,Matyas,Chase,M,1935,Yun,Lucas,M,1733,Matyas,Chase,M
1901,Hao,Jacob,M,1757,Walters,Cooper,M,1716,Walters,Cora,F
1720,Hao,Stella,F,1722,Gee,Riley,F, -1
1877,Walters,Nathaniel,M,1801,Walters,Tyler,M,1760,Wu,Abigail,F
1699,Yun,Andrew,M,1712,Souza,Keira,F, -1
1726,Hao,Avery,F,1857,Yun,Hunter,M,1726,Hao,Avery,F
1699,Scott,Colton,M,1713,Matyas,Nathan,M, -1
1711,Matyas,Eli,M,1963,Gee,Jayce,M,1711,Matyas,Eli,M
1751,Matyas,Carson,M,1853,Gould,Connor,M,1716,Walters,Cora,F
1720,Hao,Stella,F,1845,Wu,Chase,M,1699,Hao,Sebastian,M
1841,Souza,Miles,M,1719,Gould,Jonathan,M,1695,Gould,Xander,M
1695,Matsumura,Austin,M,1725,Nguyen,Jason,M, -1
1810,Gee,Julia,F,1723,Yun,Alexander,M,1699,Yun,Andrew,M
1808,Wu,Olivia,F,1788,Matyas,Bailey,F,1711,Matyas,Eli,M
1719,Gould,Jonathan,M,1695,Matsumura,Austin,M, -1
1737,Nguyen,Max,M,1894,Yun,Keira,F,1699,Nguyen,David,M
1691,Hsu,Nathan,M,1699,Gee,Tristan,M, -1
1713,Matyas,Nathan,M,1812,Walters,Charlotte,F, -1
1739,Souza,Jacob,M,1695,Souza,Nathaniel,M,1695,Souza,Nathaniel,M
1956,Wu,Gabriella,F,1814,Yun,Sarah,F,1814,Yun,Sarah,F
1776,Hao,Jasmine,F,1697,Wu,Ryder,M, -1
1834,Yun,Julia,F,1718,Souza,Isabella,F,1695,Souza,Nathaniel,M
1739,Gee,Ryder,M,1791,Gould,Matthew,M, -1
1719,Gould,Jonathan,M,1804,Souza,Maria,F, -1
1713,Matyas,Nathan,M,1756,Yun,Violet,F, -1
1781,Walters,Thomas,M,1743,Yun,Nolan,M, -1
1714,Wu,Hailey,F,1769,Walters,Brody,M, -1
1744,Gould,Julia,F,1815,Gee,Jordan,M,1699,Yun,Andrew,M
1872,Hao,Arianna,F,1822,Wu,Amelia,F,1738,Walters,Madison,F
1737,Nguyen,Max,M,1727,Yun,Joseph,M, -1
1699,Gee,Tristan,M,1794,Wu,Skyler,F,1699,Gee,Tristan,M
1725,Nguyen,Jason,M,1898,Hao,Julia,F,1699,Nguyen,David,M
1782,Yun,Emma,F,1699,Hao,Sebastian,M, -1
1729,Matyas,Levi,M,1713,Gould,Alexander,M, -1
1735,Gould,William,M,1845,Gee,Colin,M,1735,Gould,William,M
1720,Hao,Stella,F,1739,Souza,Jacob,M, -1
1748,Walters,Jasmine,F,1729,Matyas,Levi,M, -1
1961,Gould,Austin,M,1756,Gee,Sophie,F,1756,Gee,Sophie,F
1879,Yun,Adrian,M,1719,Gould,Jonathan,M,1695,Gould,Xander,M
1699,Nguyen,David,M,1734,Nguyen,Lillian,F,1699,Nguyen,David,M
1790,Wu,Emma,F,1814,Matyas,Savannah,F,1700,Anand,Ava,F
1695,Matsumura,Austin,M,1860,Gee,Stella,F, -1
1801,Walters,Tyler,M,1739,Gee,Ryder,M,1700,Anand,Ava,F
1767,Gee,Adam,M,1878,Hao,Sarah,F,1722,Hao,Natalie,F
1710,Hsu,Skyler,F,1814,Matyas,Savannah,F,1710,Hsu,Skyler,F
1695,Walters,Thomas,M,1785,Wu,William,M,1695,Walters,Thomas,M
1813,Gee,Owen,M,1785,Matyas,Chase,M,1699,Yun,Andrew,M
1893,Matyas,Liam,M,1781,Matyas,Ryder,M,1762,Nguyen,Maya,F
1744,Gould,Julia,F,1695,Gould,Xander,M,1695,Gould,Xander,M
1822,Gee,Clara,F,1792,Hao,Scarlett,F,1717,Hao,Alex,M
1803,Hao,Austin,M,1906,Yun,Kaitlyn,F,1754,Souza,Stella,F
1761,Gould,Muhammad,M,1800,Souza,Abigail,F,1699,Nguyen,David,M
1719,Gould,Jonathan,M,1876,Souza,Lillian,F,1695,Gould,Xander,M
1860,Gee,Stella,F,1855,Gee,Xander,M,1754,Souza,Stella,F
1830,Matyas,Kaylee,F,1729,Wu,Easton,M,1697,Wu,Ryder,M
1795,Hao,Brayden,M,1695,Walters,Thomas,M,1695,Walters,Thomas,M
1779,Matyas,Xander,M,1811,Wu,Cooper,M,1726,Hao,Avery,F
1695,Matsumura,Austin,M,1788,Gould,Ella,F, -1
1895,Yun,Isaiah,M,1697,Wu,Ryder,M,1697,Wu,Ryder,M
1695,Matsumura,Austin,M,1699,Gee,Tristan,M, -1
1872,Gee,Audrey,F,1713,Matyas,Nathan,M,1695,Matyas,Xavier,M
1722,Gee,Riley,F,1790,Souza,Abigail,F, -1
1773,Wu,Sean,M,1765,Gould,Adam,M,1726,Wu,Avery,F
1699,Yun,Andrew,M,1695,Matsumura,Austin,M, -1
1695,Matsumura,Austin,M,1859,Yun,Dominic,M, -1
1801,Yun,Benjamin,M,1768,Gould,Isabella,F,1718,Souza,Isabella,F
1785,Matyas,John,M,1725,Nguyen,Jason,M,1699,Nguyen,David,M
1695,Gould,Xander,M,1719,Gould,Jonathan,M,1695,Gould,Xander,M
1895,Matyas,Ethan,M,1714,Wu,Hailey,F,1697,Wu,Ryder,M
1714,Souza,Sarah,F,1877,Gee,Leo,M,1714,Souza,Sarah,F
1695,Walters,Thomas,M,1878,Gee,Paisley,F,1695,Walters,Thomas,M
1857,Gee,Jonathan,M,1839,Walters,Oliver,M,1770,Yun,Brooklyn,F
1790,Souza,Abigail,F,1757,Matyas,Daniel,M,1720,Wu,Emma,F
1695,Matyas,Xavier,M,1807,Walters,Camden,M, -1
1759,Matyas,Tristan,M,1744,Gould,Julia,F, -1
1788,Gould,Ella,F,1824,Hao,Makayla,F,1717,Walters,Camden,M
1713,Matyas,Nathan,M,1716,Walters,Cora,F, -1
1739,Gee,Ryder,M,1741,Gee,Asher,M,1722,Hao,Natalie,F
1714,Wu,Hailey,F,1726,Hao,Avery,F, -1
1791,Matyas,Hudson,M,1695,Matsumura,Austin,M, -1
1699,Gee,Tristan,M,1695,Matsumura,Austin,M, -1
1771,Wu,Miles,M,1951,Yun,James,M,1752,Yun,Kaylee,F
1921,Nguyen,Xavier,M,1748,Walters,Jasmine,F,1717,Walters,Camden,M
1695,Matsumura,Austin,M,1773,Wu,Elliot,M, -1
1737,Walters,Nathan,M,1793,Gould,Nicholas,M, -1
1697,Wu,Ryder,M,1756,Yun,Violet,F, -1
1729,Wu,Easton,M,1825,Hao,Jacob,M, -1
1742,Hao,Eva,F,1918,Walters,Piper,F,1717,Hao,Alex,M
1815,Hao,Colin,M,1753,Matyas,Logan,M,1716,Walters,Cora,F
1912,Hao,Hailey,F,1721,Nguyen,Muhammad,M,1699,Nguyen,David,M
1912,Yun,Cadence,F,1699,Yun,Andrew,M,1699,Yun,Andrew,M
1877,Gee,Leo,M,1837,Wu,Jayden,M,1738,Walters,Madison,F
1842,Yun,Aria,F,1734,Nguyen,Lillian,F,1716,Walters,Cora,F
1895,Yun,Nolan,M,1850,Hao,Zoe,F,1788,Gee,Nora,F
1720,Hao,Stella,F,1831,Nguyen,Easton,M,1699,Hao,Sebastian,M
1735,Nguyen,Gavin,M,1759,Gee,Tristan,M, -1
1756,Souza,Lily,F,1945,Gee,Daniel,M,1734,Walters,Hailey,F
1791,Gould,Matthew,M,1695,Matsumura,Austin,M, -1
1814,Matyas,Savannah,F,1722,Gould,London,F,1695,Gould,Xander,M
1716,Scott,Adeline,F,1854,Yun,Grace,F,1716,Scott,Adeline,F
1739,Souza,Jacob,M,1713,Matyas,Nathan,M, -1
1805,Nguyen,Colton,M,1695,Matsumura,Austin,M, -1
1721,Nguyen,Muhammad,M,1953,Matyas,Liam,M,1699,Nguyen,David,M
1830,Yun,Sydney,F,1817,Matyas,Sean,M,1752,Souza,Violet,F
1762,Souza,Chloe,F,1713,Matyas,Nathan,M, -1
1720,Hao,Stella,F,1710,Hsu,Skyler,F, -1
1713,Matyas,Nathan,M,1733,Matyas,Chase,M,1695,Matyas,Xavier,M
1941,Walters,Jackson,M,1853,Walters,Samuel,M,1796,Hao,Maya,F
1789,Hao,Adam,M,1759,Matyas,Tristan,M,1717,Hao,Alex,M
1744,Gould,Julia,F,1719,Gould,Jonathan,M,1695,Gould,Xander,M
1759,Matyas,Tristan,M,1808,Gee,Claire,F,1699,Nguyen,David,M
1833,Yun,Sean,M,1695,Gould,Xander,M,1695,Gould,Xander,M
1938,Yun,Alexis,F,1736,Hao,Charlie,F,1717,Hao,Alex,M
1722,Gee,Riley,F,1713,Matyas,Nathan,M, -1
1720,Hao,Stella,F,1725,Yun,Liam,M, -1
1726,Gee,Aubrey,F,1907,Matyas,Jordan,M,1726,Gee,Aubrey,F
1785,Matyas,John,M,1695,Matsumura,Austin,M, -1
1719,Gee,Mason,M,1713,Matyas,Nathan,M, -1
1726,Gee,Aubrey,F,1695,Matyas,Xavier,M, -1
1716,Yun,Olivia,F,1713,Matyas,Nathan,M, -1
1832,Yun,Olivia,F,1725,Nguyen,Jason,M,1699,Nguyen,David,M
1695,Walters,Thomas,M,1695,Matsumura,Austin,M, -1
1917,Yun,Owen,M,1864,Hao,Madison,F,1792,Gee,Stella,F
1699,Scott,Colton,M,1753,Matyas,Logan,M, -1
1748,Walters,Jasmine,F,1699,Scott,Colton,M,1699,Scott,Colton,M
1730,Gee,Nora,F,1841,Souza,Miles,M,1730,Gee,Nora,F
1841,Souza,Miles,M,1845,Wu,Lucas,M,1738,Walters,Madison,F
1848,Gee,Kaylee,F,1735,Gould,William,M,1714,Souza,Sarah,F
1739,Souza,Jacob,M,1713,Matyas,Nathan,M, -1
1837,Yun,Logan,M,1744,Gould,Julia,F,1699,Yun,Andrew,M
1695,Matsumura,Austin,M,1695,Matyas,Xavier,M, -1
1940,Gee,Hannah,F,1749,Gould,Elliot,M,1749,Gould,Elliot,M
1808,Matyas,Brooklyn,F,1713,Matyas,Nathan,M,1695,Matyas,Xavier,M
1813,Matyas,Sebastian,M,1882,Walters,Lucy,F,1748,Gee,Sophie,F
1695,Matsumura,Austin,M,1737,Gould,Muhammad,M, -1
1719,Gould,Jonathan,M,1893,Yun,John,M,1695,Gould,Xander,M
1908,Gee,Katherine,F,1739,Gee,Ryder,M,1722,Hao,Natalie,F
1877,Gee,Landon,M,1758,Walters,Keira,F,1717,Walters,Camden,M
1737,Nguyen,Max,M,1723,Yun,Alexander,M, -1
1713,Matyas,Nathan,M,1861,Matyas,Max,M,1695,Matyas,Xavier,M
1944,Gee,Peyton,F,1921,Matyas,Isaiah,M,1814,Gee,Cadence,F
1737,Walters,Nathan,M,1713,Walters,Leo,M,1695,Walters,Thomas,M
1785,Hao,Chase,M,1781,Walters,Thomas,M,1699,Nguyen,David,M
1720,Hao,Stella,F,1910,Walters,Lillian,F,1699,Hao,Sebastian,M
1787,Souza,Asher,M,1695,Matsumura,Austin,M, -1
1720,Hao,Stella,F,1876,Walters,Lucy,F,1699,Hao,Sebastian,M
1952,Wu,Adeline,F,1695,Matsumura,Austin,M, -1
1740,Wu,Sophia,F,1739,Souza,Jacob,M, -1
1750,Walters,Aria,F,1939,Walters,Hudson,M,1750,Walters,Aria,F
1811,Matyas,Tyler,M,1699,Nguyen,David,M,1699,Nguyen,David,M
1742,Hao,Eva,F,1783,Matyas,Easton,M, -1
1728,Gee,Peyton,F,1725,Nguyen,Jason,M, -1
1719,Gould,Jonathan,M,1726,Wu,Avery,F, -1
1695,Matsumura,Austin,M,1771,Yun,Jacob,M, -1
1788,Gould,Ella,F,1726,Nguyen,Reagan,F, -1
1871,Walters,Brody,M,1695,Matsumura,Austin,M, -1
1695,Matsumura,Austin,M,1805,Souza,Nathaniel,M, -1
1815,Walters,Colin,M,1917,Gee,Hudson,M,1774,Nguyen,Harper,F
1801,Walters,Tyler,M,1811,Gee,Elliot,M,1726,Nguyen,Reagan,F
1878,Gee,Alice,F,1699,Hao,Sebastian,M,1699,Hao,Sebastian,M
1730,Gee,Nora,F,1725,Nguyen,Jason,M, -1
1720,Hao,Stella,F,1773,Wu,Elliot,M, -1
1712,Souza,Keira,F,1695,Gould,Xander,M, -1
1695,Matsumura,Austin,M,1753,Gee,Julian,M, -1
1714,Wu,Hailey,F,1765,Gould,Adam,M,1697,Wu,Ryder,M
1845,Yun,Dylan,M,1757,Souza,Christian,M,1713,Walters,Leo,M
1695,Matsumura,Austin,M,1994,Walters,Hailey,F, -1
1745,Souza,Gavin,M,1916,Yun,Lauren,F,1726,Hao,Avery,F
1819,Yun,Gavin,M,1695,Matyas,Xavier,M,1695,Matyas,Xavier,M
