10,15,10000
1776,Lathia,Alexandra,F,1786,Crawford,Caroline,F, -1
1767,Scott,Jason,M,1876,Lathia,Ella,F, -1
1773,Souza,Samuel,M,1884,Lathia,Alyssa,F,1747,Souza,Noah,M
1764,Kaur,Reagan,F,1764,Lee,Amelia,F, -1
1827,Miyahira,Luke,M,1766,Wu,Adalyn,F,1749,Wu,Cole,M
1766,Hsu,Sophie,F,1829,Lathia,Jackson,M, -1
1905,Souza,Anthony,M,1791,Chan,Tristan,M,1791,Chan,Tristan,M
1851,Souza,Colin,M,1764,Kaur,Reagan,F, -1
1855,Chon,Jeremiah,M,1832,Lathia,Elena,F,1770,Li,Isabelle,F
1839,Scott,Henry,M,1791,Crawford,Christian,M, -1
1906,Kwong,Eva,F,1774,Sytwu,Cora,F,1749,Sytwu,Lucas,M
1777,Miyahira,Ryan,M,1806,Chon,Piper,F, -1
1793,Chon,Gabriel,M,1882,Scott,Charlotte,F,1749,Wu,Cole,M
1822,Li,Reagan,F,1747,Kwong,Jackson,M, -1
1749,Sytwu,Lucas,M,1832,Li,Evelyn,F,1749,Sytwu,Lucas,M
1786,Crawford,Caroline,F,1893,Chon,Max,M,1748,Yun,Sydney,F
1786,Crawford,Caroline,F,1747,Miyahira,Luke,M, -1
1862,Lathia,Gabriella,F,1741,Lawu,Sean,M,1741,Lawu,Sean,M
1823,Kwong,Leo,M,1825,Chan,Declan,M,1759,Chan,Micah,M
1902,Miyahira,Clara,F,1773,Li,Liam,M,1745,Li,Grayson,M
1912,Hsu,Isabelle,F,1773,Souza,Samuel,M,1747,Souza,Noah,M
1778,Lathia,Riley,F,1780,Miyahira,Kaylee,F, -1
1838,Li,Emma,F,1795,Souza,Tyler,M, -1
1868,Miyahira,Avery,F,1798,Miyahira,Leah,F,1747,Miyahira,Luke,M
1786,Scott,Sydney,F,1814,Souza,Scarlett,F,1745,Li,Grayson,M
1833,Lathia,Lincoln,M,1893,Chon,Colin,M,1788,Souza,Aaliyah,F
1873,Miyahira,Alexander,M,1877,Crawford,Ian,M,1790,Souza,Samantha,F
1743,Crawford,Owen,M,1758,Lawu,London,F, -1
1793,Chon,Gabriel,M,1850,Miyahira,Emma,F, -1
1848,Miyahira,Clara,F,1791,Chon,James,M,1745,Chon,Xavier,M
1828,Scott,Abigail,F,1934,Sytwu,Caroline,F,1782,Lathia,Alice,F
1827,Scott,Asher,M,1799,Kwong,Landon,M, -1
1865,Scott,Matthew,M,1890,Lathia,Keira,F,1800,Chon,Sophie,F
1772,Hsu,Makayla,F,1782,Sytwu,Madison,F,1748,Yun,Sydney,F
1815,Chan,Liam,M,1828,Scott,Abigail,F,1764,Hsu,Lillian,F
1838,Miyahira,Amelia,F,1818,Li,Elizabeth,F,1747,Miyahira,Luke,M
1844,Lathia,Chloe,F,1810,Kwong,Claire,F,1764,Lee,Amelia,F
1749,Wu,Cole,M,1827,Lathia,Grayson,M, -1
1823,Lathia,Miles,M,1777,Miyahira,Ryan,M, -1
1928,Chon,Eliana,F,1834,Hsu,Alaina,F,1786,Chan,Maria,F
1805,Lathia,Benjamin,M,1778,Lathia,Riley,F,1745,Lathia,Julian,M
1908,Chan,Zoe,F,1873,Li,Josiah,M,1806,Souza,Chloe,F
1880,Miyahira,Evelyn,F,1806,Chon,Leah,F,1764,Lee,Amelia,F
1879,Hsu,Alex,M,1788,Chan,Caroline,F,1761,Chan,Isaiah,M
1833,Lathia,Grayson,M,1780,Miyahira,Kaylee,F, -1
1828,Scott,Abigail,F,1855,Miyahira,Benjamin,M,1782,Lathia,Alice,F
1747,Souza,Noah,M,1767,Kwong,Evan,M, -1
1764,Kaur,Reagan,F,1929,Chon,David,M, -1
1815,Chan,Liam,M,1777,Miyahira,Ryan,M, -1
1743,Chan,Luke,M,1800,Miyahira,Maria,F, -1
1822,Scott,Kayla,F,1800,Chon,Victoria,F,1749,Wu,Cole,M
1773,Chon,Connor,M,1764,Kaur,Reagan,F, -1
1805,Lathia,Benjamin,M,1747,Miyahira,Luke,M, -1
1792,Souza,Harper,F,1950,Li,Jasmine,F,1792,Souza,Harper,F
1866,Souza,Annabelle,F,1784,Chon,Natalie,F,1745,Chon,Xavier,M
1773,Li,Liam,M,1785,Lathia,Mason,M, -1
1865,Scott,Matthew,M,1787,Scott,Colin,M,1770,Souza,Hailey,F
1909,Crawford,Andrew,M,1814,Li,Isabella,F,1768,Miyahira,Riley,F
1860,Hsu,Lila,F,1782,Chan,Paisley,F,1759,Chan,Micah,M
1892,Chon,Alexandra,F,1774,Sytwu,Cora,F,1749,Sytwu,Lucas,M
1777,Miyahira,Ryan,M,1952,Chan,Skyler,F,1747,Miyahira,Luke,M
1831,Souza,Ethan,M,1928,Lathia,Savannah,F,1831,Souza,Ethan,M
1827,Miyahira,Joshua,M,1798,Miyahira,Lauren,F,1772,Lathia,Adeline,F
1805,Lathia,Benjamin,M,1806,Chan,Maya,F, -1
1798,Miyahira,Lauren,F,1880,Chan,Emma,F,1747,Miyahira,Luke,M
1763,Scott,Caleb,M,1803,Lathia,Camden,M, -1
1909,Li,Tristan,M,1797,Chon,Brody,M,1749,Wu,Cole,M
1866,Souza,Maya,F,1810,Kwong,Claire,F,1764,Lee,Amelia,F
1890,Sytwu,Julia,F,1747,Hsu,Gabriel,M,1747,Hsu,Gabriel,M
1764,Kaur,Reagan,F,1885,Chon,Micah,M, -1
1782,Sytwu,Madison,F,1793,Sytwu,Levi,M,1749,Sytwu,Lucas,M
1777,Miyahira,Ryan,M,1787,Scott,Colin,M, -1
1826,Chon,Kennedy,F,1885,Chan,Tyler,M,1782,Lawu,Anna,F
1763,Scott,Caleb,M,1918,Souza,Bailey,F, -1
1851,Chan,Micah,M,1764,Kaur,Reagan,F, -1
1861,Miyahira,Micah,M,1932,Lathia,London,F,1784,Crawford,Gabriella,F
1763,Kwong,Nolan,M,1823,Kwong,Leo,M,1747,Kwong,Jackson,M
1825,Lathia,William,M,1780,Kwong,Avery,F,1747,Kwong,Jackson,M
1930,Miyahira,Ava,F,1764,Kaur,Reagan,F, -1
1861,Chan,Colton,M,1828,Souza,Lucy,F,1768,Wu,Natalie,F
1745,Scott,Charlie,M,1790,Crawford,Victoria,F, -1
1770,Crawford,Keira,F,1879,Chan,Isaac,M,1743,Crawford,Owen,M
1745,Kaur,Andrew,M,1843,Li,Austin,M, -1
1788,Souza,Aaliyah,F,1745,Lathia,Julian,M, -1
1773,Li,Liam,M,1743,Chan,Luke,M, -1
1818,Souza,Savannah,F,1826,Miyahira,Elena,F,1749,Sytwu,Lucas,M
1749,Sytwu,Lucas,M,1808,Souza,Gianna,F, -1
1774,Sytwu,Cora,F,1762,Li,Leah,F, -1
1765,Souza,Henry,M,1804,Scott,Jasmine,F, -1
1767,Scott,Jason,M,1931,Sytwu,Miles,M,1745,Scott,Charlie,M
1800,Chon,Victoria,F,1943,Miyahira,Alexander,M,1766,Wu,Adalyn,F
1797,Chon,Zachary,M,1782,Lawu,Anna,F, -1
1745,Li,Grayson,M,1822,Lathia,Sadie,F, -1
1765,Sytwu,Easton,M,1826,Chon,Kennedy,F,1765,Sytwu,Easton,M
1749,Wu,Cole,M,1768,Hsu,Allison,F, -1
1777,Kwong,Isaiah,M,1901,Chon,Eli,M,1747,Kwong,Jackson,M
1856,Souza,Lila,F,1780,Miyahira,Kaylee,F,1747,Miyahira,Luke,M
1928,Miyahira,Mila,F,1777,Miyahira,Ryan,M,1747,Miyahira,Luke,M
1764,Kaur,Reagan,F,1812,Chan,Maria,F, -1
1764,Souza,Hannah,F,1780,Miyahira,Kaylee,F, -1
1764,Lee,Amelia,F,1779,Chan,Miles,M, -1
1873,Miyahira,Colton,M,1774,Sytwu,Cora,F,1749,Sytwu,Lucas,M
1859,Crawford,Nathan,M,1764,Kaur,Reagan,F, -1
1893,Souza,Hunter,M,1868,Li,Audrey,F,1809,Lathia,Cole,M
1764,Kaur,Reagan,F,1903,Chon,Sean,M, -1
1825,Chan,Declan,M,1823,Kwong,Leo,M,1759,Chan,Micah,M
1826,Lathia,Piper,F,1745,Lathia,Julian,M,1745,Lathia,Julian,M
1764,Kaur,Reagan,F,1786,Crawford,Caroline,F, -1
1889,Li,Colin,M,1777,Miyahira,Ryan,M,1747,Miyahira,Luke,M
1781,Scott,Gavin,M,1823,Kwong,Leo,M,1781,Scott,Gavin,M
1793,Lathia,Cameron,M,1827,Souza,Michael,M,1745,Lathia,Julian,M
1854,Miyahira,Lily,F,1784,Chon,Natalie,F,1749,Wu,Cole,M
1823,Kwong,Leo,M,1828,Lathia,Eliana,F,1759,Chan,Micah,M
1743,Chan,Luke,M,1796,Chon,Arianna,F, -1
1761,Chan,Isaiah,M,1791,Chon,James,M, -1
1770,Crawford,Keira,F,1917,Lathia,Anthony,M,1743,Crawford,Owen,M
1846,Chan,Jasmine,F,1770,Crawford,Keira,F,1743,Crawford,Owen,M
1880,Miyahira,Evelyn,F,1802,Miyahira,Elizabeth,F,1768,Li,Annabelle,F
1895,Lathia,Eli,M,1805,Lathia,Benjamin,M,1747,Souza,Noah,M
1809,Lathia,Gabriel,M,1831,Scott,Eli,M,1772,Hsu,Makayla,F
1800,Chon,Victoria,F,1873,Chan,Xander,M,1749,Wu,Cole,M
1820,Lathia,Brooklyn,F,1747,Lee,Thomas,M, -1
1806,Lathia,Lucy,F,1764,Kaur,Reagan,F, -1
1869,Miyahira,Michael,M,1833,Lathia,Lincoln,M,1764,Lee,Amelia,F
1942,Kwong,Clara,F,1747,Miyahira,Luke,M,1747,Miyahira,Luke,M
1793,Hsu,Luke,M,1808,Chon,Allison,F,1741,Lawu,Sean,M
1784,Chon,Natalie,F,1764,Kaur,Reagan,F, -1
1747,Kwong,Jackson,M,1764,Lee,Amelia,F, -1
1913,Souza,Michael,M,1838,Souza,Madelyn,F,1800,Chon,Avery,F
1814,Miyahira,Stella,F,1840,Chan,Hailey,F, -1
1770,Chon,Maya,F,1759,Chan,Micah,M, -1
1773,Li,Liam,M,1917,Chon,Tyler,M,1745,Li,Grayson,M
1826,Chon,Kennedy,F,1827,Lathia,Jayden,M,1766,Hsu,Sophie,F
1947,Li,Blake,M,1745,Li,Grayson,M,1745,Li,Grayson,M
1766,Wu,Adalyn,F,1825,Chan,Declan,M,1766,Wu,Adalyn,F
1770,Crawford,Keira,F,1823,Kwong,Leo,M,1743,Crawford,Owen,M
1845,Li,Henry,M,1769,Crawford,Mason,M, -1
1852,Miyahira,Ellie,F,1840,Hsu,Hannah,F,1749,Sytwu,Lucas,M
1782,Chan,Paisley,F,1823,Kwong,Leo,M,1759,Chan,Micah,M
1848,Souza,Charlotte,F,1921,Miyahira,Jonathan,M,1788,Scott,Alaina,F
1863,Chon,Micah,M,1787,Scott,Colin,M,1747,Souza,Noah,M
1826,Scott,Mackenzie,F,1891,Miyahira,Aiden,M,1772,Hsu,Makayla,F
1745,Scott,Charlie,M,1780,Miyahira,Kaylee,F, -1
1764,Kaur,Reagan,F,1764,Kaur,Reagan,F,1764,Kaur,Reagan,F
1832,Lathia,Elena,F,1923,Sytwu,Benjamin,M,1784,Lathia,Chloe,F
1832,Miyahira,Charlie,F,1786,Crawford,Caroline,F, -1
1893,Souza,Hunter,M,1767,Kwong,Evan,M, -1
1747,Kwong,Jackson,M,1852,Miyahira,Alaina,F,1747,Kwong,Jackson,M
1833,Lathia,Lincoln,M,1786,Crawford,Caroline,F, -1
1858,Sytwu,Paisley,F,1761,Chan,Isaiah,M, -1
1770,Crawford,Keira,F,1745,Li,Grayson,M, -1
1847,Miyahira,Andrew,M,1782,Lawu,Anna,F, -1
1873,Miyahira,Gavin,M,1823,Miyahira,Jayce,M,1768,Li,Annabelle,F
1759,Chan,Micah,M,1794,Kwong,Eva,F, -1
1851,Souza,Thomas,M,1802,Sytwu,Kaitlyn,F,1763,Scott,Caleb,M
1769,Crawford,Mason,M,1759,Chan,Micah,M, -1
1745,Lathia,Julian,M,1787,Scott,Colin,M, -1
1920,Scott,Caroline,F,1785,Sytwu,Tyler,M,1766,Hsu,Sophie,F
1780,Miyahira,Kaylee,F,1782,Lawu,Anna,F, -1
1800,Hsu,Ellie,F,1958,Miyahira,Harper,F,1800,Hsu,Ellie,F
1764,Kaur,Reagan,F,1848,Crawford,Cora,F, -1
1764,Souza,Hannah,F,1747,Souza,Noah,M,1747,Souza,Noah,M
1838,Souza,Madelyn,F,1809,Lathia,Nolan,M,1747,Souza,Noah,M
1804,Scott,Jasmine,F,1792,Miyahira,Adalyn,F,1745,Li,Grayson,M
1774,Sytwu,Cora,F,1817,Scott,Levi,M, -1
1763,Kwong,Nolan,M,1779,Chon,Jordan,M, -1
1747,Lee,Thomas,M,1819,Hsu,Jayce,M, -1
1792,Miyahira,Adalyn,F,1875,Souza,Thomas,M,1745,Li,Grayson,M
1800,Hsu,Ellie,F,1842,Miyahira,Anna,F,1748,Yun,Sydney,F
1844,Miyahira,Aria,F,1767,Scott,Jason,M,1745,Scott,Charlie,M
1793,Scott,Isaiah,M,1856,Crawford,Eva,F,1747,Souza,Noah,M
1789,Chon,Cole,M,1786,Crawford,Caroline,F, -1
1907,Chan,Zachary,M,1903,Lathia,Landon,M,1806,Lathia,Lucy,F
1851,Sytwu,Dylan,M,1763,Kwong,Nolan,M,1747,Kwong,Jackson,M
1830,Lathia,Aubrey,F,1884,Crawford,Audrey,F,1772,Hsu,Makayla,F
1838,Souza,Madelyn,F,1767,Kwong,Evan,M, -1
1844,Lathia,Chloe,F,1779,Chan,Miles,M,1761,Chan,Isaiah,M
1777,Kwong,Isaiah,M,1793,Lathia,Cameron,M,1747,Kwong,Jackson,M
1848,Kwong,Ella,F,1765,Miyahira,Colin,M, -1
1773,Li,Liam,M,1764,Kaur,Reagan,F, -1
1882,Hsu,Isabelle,F,1938,Miyahira,Annabelle,F,1832,Lathia,London,F
1863,Lathia,Ryan,M,1782,Chan,Paisley,F,1743,Chan,Luke,M
1785,Sytwu,Tyler,M,1784,Chon,Natalie,F, -1
1832,Lathia,Elena,F,1821,Souza,David,M,1747,Souza,Noah,M
1823,Kwong,Leo,M,1868,Souza,Madison,F,1763,Scott,Caleb,M
1790,Lathia,Aria,F,1765,Li,Daniel,M, -1
1758,Lawu,London,F,1791,Chon,James,M, -1
1883,Souza,Tyler,M,1766,Hsu,Sophie,F,1766,Hsu,Sophie,F
1933,Chan,Zachary,M,1887,Sytwu,Elijah,M,1813,Sytwu,Adam,M
1885,Li,Thomas,M,1749,Wu,Cole,M,1749,Wu,Cole,M
1832,Lathia,Elena,F,1791,Chon,James,M,1745,Chon,Xavier,M
1827,Lathia,Grayson,M,1780,Miyahira,Kaylee,F, -1
1857,Scott,Lincoln,M,1764,Kaur,Reagan,F, -1
1764,Kaur,Reagan,F,1896,Souza,Sarah,F, -1
1887,Li,Adam,M,1809,Lathia,Nolan,M,1770,Li,Isabelle,F
1905,Kwong,Henry,M,1745,Li,Grayson,M,1745,Li,Grayson,M
1763,Kwong,Nolan,M,1795,Kwong,Isaiah,M,1747,Kwong,Jackson,M
1774,Sytwu,Cora,F,1747,Miyahira,Luke,M, -1
1827,Scott,Asher,M,1858,Miyahira,Makayla,F,1763,Scott,Caleb,M
1764,Kaur,Reagan,F,1853,Scott,Evan,M, -1
1819,Souza,Jordan,M,1787,Scott,Colin,M,1747,Souza,Noah,M
1745,Scott,Charlie,M,1823,Kwong,Leo,M,1745,Scott,Charlie,M
1916,Miyahira,Reagan,F,1787,Scott,Colin,M,1770,Souza,Hailey,F
1798,Miyahira,Lauren,F,1770,Chon,Maya,F, -1
1769,Miyahira,Micah,M,1777,Kwong,Isaiah,M, -1
1745,Scott,Charlie,M,1818,Li,Elizabeth,F, -1
1953,Chan,Anthony,M,1787,Scott,Colin,M,1770,Souza,Hailey,F
1876,Souza,Sarah,F,1745,Kaur,Andrew,M, -1
1793,Chon,Gabriel,M,1974,Chon,Isabelle,F,1766,Wu,Adalyn,F
1903,Li,Ryan,M,1887,Lathia,Cooper,M,1815,Lathia,Cameron,M
1790,Scott,Riley,F,1809,Miyahira,Hunter,M, -1
1745,Lathia,Julian,M,1747,Souza,Noah,M, -1
1828,Souza,Lucy,F,1975,Chan,Andrew,M,1806,Chon,Leah,F
1827,Lathia,Zachary,M,1880,Kwong,Sarah,F,1827,Lathia,Zachary,M
1789,Lathia,Benjamin,M,1747,Miyahira,Luke,M, -1
1860,Hsu,Keira,F,1826,Souza,Addison,F,1770,Li,Isabelle,F
1787,Scott,Colin,M,1860,Hsu,Lila,F,1747,Souza,Noah,M
1769,Crawford,Mason,M,1919,Miyahira,Easton,M,1743,Crawford,Owen,M
1777,Kwong,Isaiah,M,1926,Sytwu,Allison,F,1747,Kwong,Jackson,M
1821,Chon,Logan,M,1878,Chan,Arianna,F,1764,Hsu,Lillian,F
1818,Li,Elizabeth,F,1825,Lathia,William,M,1748,Yun,Sydney,F
1853,Souza,Ryan,M,1883,Lathia,Grayson,M,1763,Scott,Caleb,M
1917,Miyahira,Daniel,M,1931,Li,David,M,1818,Sytwu,Isabelle,F
1764,Kaur,Reagan,F,1899,Sytwu,Jacob,M, -1
1764,Kaur,Reagan,F,1868,Chon,London,F, -1
1773,Li,Liam,M,1768,Wu,Natalie,F, -1
1943,Chon,Caden,M,1747,Hsu,Gabriel,M,1747,Hsu,Gabriel,M
1792,Souza,Harper,F,1844,Lathia,Chloe,F,1768,Wu,Natalie,F
1764,Kaur,Reagan,F,1787,Scott,Colin,M, -1
1886,Scott,Natalie,F,1747,Miyahira,Luke,M,1747,Miyahira,Luke,M
1803,Scott,Nolan,M,1865,Souza,Lucas,M,1763,Scott,Caleb,M
1829,Miyahira,Leo,M,1759,Chan,Micah,M, -1
1849,Li,Brody,M,1745,Li,Grayson,M,1745,Li,Grayson,M
1805,Lathia,Benjamin,M,1844,Chan,Lillian,F,1747,Souza,Noah,M
1833,Chon,Xander,M,1789,Chon,Cole,M,1749,Sytwu,Lucas,M
1787,Scott,Colin,M,1785,Sytwu,Tyler,M, -1
1777,Miyahira,Ryan,M,1777,Sytwu,Noah,M, -1
1887,Souza,Sean,M,1786,Crawford,Caroline,F,1748,Yun,Sydney,F
1854,Miyahira,Madelyn,F,1819,Miyahira,Joseph,M,1768,Li,Annabelle,F
1802,Chon,Kaylee,F,1840,Hsu,Hannah,F,1745,Lathia,Julian,M
1916,Kwong,Olivia,F,1882,Miyahira,Gabriella,F,1826,Souza,Peyton,F
1829,Miyahira,Hudson,M,1937,Li,Jordan,M,1763,Scott,Caleb,M
1789,Chon,Cole,M,1763,Kwong,Nolan,M, -1
1786,Crawford,Caroline,F,1839,Miyahira,Levi,M,1748,Yun,Sydney,F
1830,Miyahira,Aaliyah,F,1898,Souza,Claire,F,1748,Yun,Sydney,F
1914,Kwong,Emma,F,1832,Miyahira,Charlie,F,1782,Lathia,Alice,F
1773,Chon,Connor,M,1745,Kaur,Andrew,M, -1
1879,Souza,Ryan,M,1826,Lathia,Samantha,F,1772,Hsu,Makayla,F
1832,Chon,Kaitlyn,F,1749,Wu,Cole,M, -1
1847,Kwong,Landon,M,1764,Kaur,Reagan,F, -1
1825,Chan,Declan,M,1769,Crawford,Mason,M,1743,Crawford,Owen,M
1769,Crawford,Mason,M,1850,Lathia,Mia,F,1743,Crawford,Owen,M
1773,Miyahira,Nathan,M,1868,Miyahira,Sadie,F,1747,Miyahira,Luke,M
1878,Li,Adeline,F,1764,Kaur,Reagan,F, -1
1764,Kaur,Reagan,F,1745,Li,Grayson,M, -1
1828,Lathia,Eliana,F,1898,Miyahira,Scarlett,F,1784,Crawford,Gabriella,F
1928,Crawford,Addison,F,1818,Li,Elizabeth,F,1748,Yun,Sydney,F
1796,Chon,Arianna,F,1923,Kwong,Caleb,M,1749,Sytwu,Lucas,M
1774,Sytwu,Cora,F,1845,Lathia,Charlie,M,1749,Sytwu,Lucas,M
1764,Kaur,Reagan,F,1759,Chan,Micah,M, -1
1981,Lathia,Muhammad,M,1788,Scott,Alaina,F,1788,Scott,Alaina,F
1800,Chon,Victoria,F,1878,Souza,Lillian,F,1745,Chon,Xavier,M
1853,Souza,Logan,M,1749,Sytwu,Lucas,M,1749,Sytwu,Lucas,M
1745,Li,Grayson,M,1813,Lathia,Camden,M, -1
1830,Lathia,Aubrey,F,1926,Sytwu,Maria,F,1786,Scott,Sydney,F
1749,Sytwu,Lucas,M,1881,Miyahira,Lincoln,M,1749,Sytwu,Lucas,M
1817,Hsu,Matthew,M,1897,Crawford,Jordan,M,1798,Miyahira,Leah,F
1786,Crawford,Caroline,F,1788,Chan,Caroline,F,1743,Crawford,Owen,M
1779,Chan,Miles,M,1825,Li,Alexander,M,1761,Chan,Isaiah,M
1787,Scott,Colin,M,1793,Lathia,Cameron,M, -1
1889,Sytwu,Jayden,M,1747,Lee,Thomas,M,1747,Lee,Thomas,M
1862,Souza,Caroline,F,1798,Miyahira,Lauren,F,1747,Miyahira,Luke,M
1816,Scott,Brooklyn,F,1745,Chon,Xavier,M, -1
1843,Miyahira,Adrian,M,1764,Kaur,Reagan,F, -1
1798,Miyahira,Lauren,F,1802,Chon,Kaylee,F,1745,Lathia,Julian,M
1786,Crawford,Caroline,F,1777,Miyahira,Ryan,M, -1
1764,Kaur,Reagan,F,1827,Souza,Michael,M, -1
1774,Sytwu,Cora,F,1782,Chan,Paisley,F, -1
1774,Sytwu,Cora,F,1895,Miyahira,Joshua,M, -1
1883,Scott,Carter,M,1819,Chan,Jonathan,M,1748,Yun,Sydney,F
1795,Souza,Tyler,M,1891,Scott,Hudson,M,1747,Souza,Noah,M
1789,Chon,Cole,M,1880,Crawford,Hailey,F,1749,Sytwu,Lucas,M
1883,Miyahira,Benjamin,M,1880,Hsu,Maya,F,1800,Souza,Annabelle,F
1763,Scott,Caleb,M,1884,Miyahira,Alexis,F,1763,Scott,Caleb,M
1784,Crawford,Gabriella,F,1792,Miyahira,Adalyn,F, -1
1866,Miyahira,Jasmine,F,1834,Crawford,Arianna,F,1749,Sytwu,Lucas,M
1903,Lathia,James,M,1775,Lathia,Julian,M,1745,Lathia,Julian,M
1826,Miyahira,Elena,F,1928,Miyahira,Grace,F,1802,Sytwu,Kaitlyn,F
1943,Chon,Joseph,M,1808,Miyahira,Scarlett,F,1772,Lathia,Adeline,F
1907,Kwong,Jason,M,1795,Scott,Muhammad,M,1770,Souza,Hailey,F
1764,Kaur,Reagan,F,1777,Miyahira,Ryan,M, -1
1764,Kaur,Reagan,F,1850,Lathia,Callie,F, -1
1818,Chon,Clara,F,1847,Souza,Mason,M,1745,Chon,Xavier,M
1747,Souza,Noah,M,1827,Miyahira,Luke,M,1747,Souza,Noah,M
1789,Souza,Xavier,M,1828,Scott,Abigail,F, -1
1878,Miyahira,Charlie,F,1858,Scott,Elizabeth,F,1772,Hsu,Makayla,F
1848,Crawford,Cora,F,1747,Kwong,Jackson,M, -1
1741,Lawu,Sean,M,1806,Lathia,Lucy,F, -1
1749,Sytwu,Lucas,M,1904,Lathia,Kayla,F,1749,Sytwu,Lucas,M
1791,Chon,James,M,1787,Scott,Colin,M, -1
1786,Crawford,Caroline,F,1847,Souza,Colton,M, -1
1847,Souza,Colton,M,1801,Kwong,Xavier,M,1747,Kwong,Jackson,M
1764,Lee,Amelia,F,1786,Crawford,Caroline,F, -1
1810,Sytwu,Alexandra,F,1787,Scott,Colin,M, -1
1826,Miyahira,Alaina,F,1823,Kwong,Leo,M,1745,Li,Grayson,M
1842,Miyahira,Anna,F,1782,Chan,Paisley,F,1743,Chan,Luke,M
1807,Miyahira,Julian,M,1782,Chan,Paisley,F, -1
1853,Chan,Carter,M,1960,Chon,Isabella,F,1813,Lathia,Camden,M
1877,Crawford,John,M,1789,Lathia,Max,M,1748,Yun,Sydney,F
1769,Crawford,Mason,M,1764,Kaur,Reagan,F, -1
1912,Kwong,Arianna,F,1852,Lathia,Sophie,F,1804,Chan,Savannah,F
1913,Miyahira,Owen,M,1767,Kwong,Evan,M,1747,Kwong,Jackson,M
1861,Sytwu,Wyatt,M,1912,Kwong,Eliana,F,1790,Sytwu,Alice,F
1818,Li,Elizabeth,F,1764,Lee,Amelia,F, -1
1791,Lathia,Oliver,M,1907,Lathia,Cooper,M,1772,Hsu,Makayla,F
1764,Kaur,Reagan,F,1858,Lathia,Emily,F, -1
1798,Miyahira,Leah,F,1825,Lathia,Joshua,M, -1
1743,Crawford,Owen,M,1802,Sytwu,Kaitlyn,F, -1
1797,Chon,Brody,M,1824,Scott,Stella,F, -1
1764,Kaur,Reagan,F,1847,Li,Caden,M, -1
1825,Chan,Declan,M,1816,Scott,Brooklyn,F,1768,Wu,Natalie,F
1764,Kaur,Reagan,F,1823,Kwong,Leo,M, -1
1764,Kaur,Reagan,F,1941,Miyahira,Sebastian,M, -1
1817,Scott,Levi,M,1815,Crawford,Colin,M, -1
1828,Scott,Abigail,F,1830,Lathia,Aubrey,F,1763,Scott,Caleb,M
1869,Miyahira,Colin,M,1955,Souza,Adam,M,1809,Lathia,Cole,M
1861,Chan,Colton,M,1784,Chon,Natalie,F,1749,Wu,Cole,M
1768,Wu,Natalie,F,1769,Crawford,Mason,M, -1
1743,Crawford,Owen,M,1805,Lathia,Benjamin,M, -1
1817,Souza,Isaiah,M,1826,Kwong,Ella,F,1747,Kwong,Jackson,M
1808,Miyahira,Scarlett,F,1763,Scott,Caleb,M, -1
1815,Crawford,Colin,M,1895,Miyahira,Jayden,M,1766,Hsu,Sophie,F
1793,Lathia,Cameron,M,1872,Souza,Samantha,F,1745,Lathia,Julian,M
1823,Kwong,Leo,M,1889,Miyahira,James,M,1763,Scott,Caleb,M
